CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Raleigh,Outside Sen. Tilli's office,NC,US,2017-11-30,about 20,20,,20,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.newsobserver.com/news/politics-government/article187343843.html,,,,,
Philadelphia,Drexel University ,PA,US,2017-11-17,18 (pic),18,,18,,,Students,Protesting removal of Professor Ciccariello-Maher,0,sit-in; march ,0,0,0,0,1,1,http://www.washingtonexaminer.com/students-protest-removal-of-professor-who-blamed-las-vegas-massacre-on-white-entitlement/article/2641609,https://thetriangle.org/news/students-walk-out-of-class-to-protest-profs-removal/,,,,
Martinsburg,Foxcroft Ave,WV,US,2017-11-21,about 18,18,,18,,,Vigilance-JCWW,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/351680685242416/,http://www.journal-news.net/news/local-news/2017/11/talking-about-taxes-protestors-rally-against-tax-reform-legislators-offer-support/,,,,
Anchorage,,AK,US,2017-11-27,FB: 18,18,,18,,,Tax Scam Resistance - AK,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/155965565136624/,,,,,
Miami ,Office of Senator Marco Rubio ,FL ,US,2017-11-29,FB: 18,18,,18,,,Greenpeace Miami ,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/139702603348883/,http://wlrn.org/post/miami-residents-carol-protest-outside-sen-marco-rubios-office,,,,
The Dalles ,Northern Oregon Regional Corrections Facility ,OR,US,2017-11-05,17,17,,17,,,Detainees ,Hunger Strike ,0,protest ,0,0,0,0,1,1,http://katu.com/news/local/detainees-upset-with-conditions-at-norcor-refuse-food-for-three-days,,,,,
Storrs,University of Connecticut,CT,US,2017-11-13,FB: 17 went,17,,17,,,general protestors,Rallying for trans rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/133326957287138/,,,,,
Bloomington,N. East St.,IL,US,2017-11-14,FB: 17,17,,17,,,Stand Up For Social Justice,"Protesting GOP tax plans, gun availability",1,protest,0,0,0,0,1,1,https://www.facebook.com/events/288875744958735/,,,,,
O'Fallon,W. State St.,IL,US,2017-11-17,FB: 17,17,,17,,,Indivisible IL,Protesting GOP attacks on women's rights,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1843399399284075/,,,,,
Newtown ,Congressman Brian Fitzgerald's Office ,PA,US ,2017-11-27,FB: 16,16,,16,,,FridayswithFitzpatrick ,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7484/signup/?akid=&zip=&source=,https://www.facebook.com/events/134135930525021/,,,,
Gainesville,University of Florida,FL,US,2017-11-05,about 15,15,,15,,,general protestors,Protesting lack of funding for mental health resources on campus,0,protest,0,0,0,0,1,1,http://www.alligator.org/news/article_3617875a-c3b5-11e7-98d3-4f7ad65638b6.html,,,,,
Beaverton,,OR,US,2017-11-06,around 15,15,,15,,,Ceasefire Oregon,Vigil for those killed in shooting; rallying against violence,1,rally,0,0,0,0,1,1,http://www.kgw.com/news/local/vigil-and-rally-planned-in-response-to-texas-mass-shooting/489480562,,,,,
Greenwich,Town Hall,CT,US,2017-11-06,about 15,15,,15,,,general protestors,Get out the vote rally,0,rally,0,0,0,0,1,1,http://www.greenwichtime.com/local/article/Get-out-the-vote-rally-at-Greenwich-Town-Hall-12336503.php,,,,,
Doral,Trump National Gulf Resort,FL,US,2017-11-10,,15,,15,,,general protestors,anti-war protestors,0,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2017/11/13/anti-war-protesters-rally-trump-resort-miami,,,,,
Guilford,Boston Post Rd.,CT,US,2017-11-11,about 15,15,,15,,,vegans,Protesting killing and eating of animals,0,protest,0,0,0,0,1,1,http://www.shorelinetimes.com/news/guilford-s-colorful-turkeys-draw-vegan-protesters/article_eacef4dd-0c40-5298-b7a1-a78f5167878d.html,http://www.nhregister.com/shoreline/article/Guilford-s-colorful-turkeys-draw-vegan-12350728.php,http://www.thehour.com/shoreline/article/Guilford-s-colorful-turkeys-draw-vegan-12350728.php,,,
Superior,North St.,MI,US,2017-11-15,about 15,15,,15,,,general protestors,Protesting pipeline,0,protest,2,0,0,0,1,1,http://www.superiortelegram.com/news/crime-and-courts/4359769-two-arrested-superior-pipeline-protest,,,,,
Milwaukee,Federal Building,WI,US,2017-11-21,FB: 15 went,15,,15,,,Indivisible Tosa Events,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/692750864262532/,,,,,
Ann Arbor,University of Michigan,MI,US,2017-11-29,15 (pic),15,,15,,,Stop Spencer,Protesting appearance by Richard Spencer,1,protest,0,0,0,0,1,1,https://www.clickondetroit.com/all-about-ann-arbor/university-of-michigan-students-walk-out-of-class-protesting-negotiations-with-white-nationalist,,,,,
New York,Dr. Jay's Store,NY,US,2017-11-24,FB: 14 went,14,,14,,,Youth Against Displacement,Protesting store's owner,0,protest,0,0,0,0,0,1,https://www.facebook.com/events/1834949966566895/,,,,,
Evansville ,Senator Todd Young's office ,IN,US,2017-11-27,FB: 14,14,,14,,,Indivisible Evansville; Planned Parenthood Advocates of Indiana and Kentucky ,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1903098656574265/,http://act.indivisible.org/event/local-actions/7511/signup/?akid=&zip=&source=,,,,
Portland,Outside Sen. Wyden's office,OR,US,2017-11-21,FB: 13 went,13,,13,,,Indivisible Oregon,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/159669571300026/,,,,,
Fargo,Outside Rep. Cramer's office,ND,US,2017-11-01,a little more than a dozen,12,,12,,,American Federation of Labor,Rallying for bipartisan budget,1,rally,0,0,0,0,1,1,http://www.westfargopioneer.com/news/4352996-small-group-rallies-outside-rep-kevin-cramers-office-support-bipartisan-health-care,,,,,
Newton Falls,Newton Falls High School,OH,US,2017-11-01,more than a dozen,12,,12,,,general protestors,Rallying behind student accusing classmate of assault,0,rally,0,0,0,0,1,1,http://www.wfmj.com/story/36740549/students-rally-for-victim-rights-in-newton-falls,http://wkbn.com/2017/11/01/newton-falls-students-claiming-theyre-not-safe-protest-outside-school/,,,,
Madison,University of Wisconsin,WI,US,2017-11-06,about a dozen,12,,12,,,Students,Protesting University's decision to suspend programs,0,protest,0,0,0,0,1,1,https://www.wpr.org/uw-superior-students-protest-move-suspend-programs,,,,,
Reading,City Hall,PA,US,2017-11-09,about a dozen,12,,12,,,PA Resist,Protesting Trump's decision to end DACA; rally for imigrants,1,protest,0,0,0,0,1,1,http://www.readingeagle.com/news/article/immigration-advocates-rally-near-city-hall-in-reading#.WgeBaBNSyT8,,,,,
Atlanta,Georgia Tech University,GA,US,2017-11-15,more than a dozen,12,,12,,,general protestors,Protesting perceived racist university laws,0,protest,0,0,0,0,1,1,http://www.ajc.com/news/local-education/georgia-college-students-activists-protest-tuition-policy/6F7lI6znl9zRH2RNS4k6TP/,,,,,
Lakeland,South Florida Ave.,FL,US,2017-11-15,Photo: dozen,12,,12,,,general protestors,Rallying for women's health and reproductive rights,0,rally,0,0,0,0,1,1,http://www.theledger.com/photogallery/LK/20171115/POLL/111509993/PH/1?start=2,,,,,
Massillion,Perry High School,OH,US,2017-11-15,at least a dozen,12,,12,,,general protestors,Rallying in the wake of recent community suicides,0,rally,0,0,0,0,1,1,http://fox8.com/2017/11/15/perry-high-school-students-plan-demonstration-following-spike-in-suicides/,,,,,
Little Rock,City Hall,AR,US,2017-11-18,about a dozen,12,,12,,,general protestors,Protesting violence,0,protest,0,0,0,0,1,1,http://www.arkansasmatters.com/news/local-news/rap-over-violence-group-protest-canceled-rap-concert/859915348,,,,,
Louisville,Metro Hall,KY,US,2017-11-18,more than a dozen,12,,12,,,duPont Manual High School World Wildlife Club,Protesting Trump's decision to leave Paris agreement,1,protest,0,0,0,0,1,1,http://www.whas11.com/news/local/rally-will-oppose-us-exit-from-paris-climate-accord/492862226,http://www.wdrb.com/story/36879297/dozens-of-students-rally-in-downtown-louisville-to-raise-awareness-about-climate-change,,,,
San Bernadino,Orange Show Rd.,CA,US,2017-11-18,more than a dozen,12,,12,,,general protestors,Counter-protest to planned anti-Islam rally,1,protest,0,0,0,0,0,1,http://www.sbsun.com/2017/11/18/protesters-a-no-show-but-counter-protesters-still-rally-at-site-of-san-bernardino-terrorist-attack/,,,,,
Willmar,Kandiyohi County Courthouse,MN,US,2017-11-19,more than a dozen,12,,40,,,general protestors,Rallying for survivors of sexual assault,1,rally,0,0,0,0,1,1,http://www.wctrib.com/news/local/4362188-rally-helps-survivor-break-silence-about-sexual-assault-willmar,http://www.wctrib.com/news/4362188-rally-helps-survivor-break-silence-about-sexual-assault-willmar,,,,
Lewes,Outside Beebe Healthcare,DE,US,2017-11-20,nearly a dozen,12,,12,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.capegazette.com/article/local-seniors-protest-gop-tax-bill/146634?source=fs&slide=5,,,,,
College Park,Maryland Football Stadium,MD,US,2017-11-25,about a dozen,12,,12,,,Maryland marching band members,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/news/terrapins-insider/wp/2017/11/25/some-maryland-band-members-took-one-final-knee-during-national-anthem-before-penn-state-game/?utm_term=.64c6f076e10f,,,,,
Fargo,42nd Ave.,ND,US,2017-11-25,about a dozen,12,,12,,,general protestors,Rallying to raise awareness for missing woman,0,rally,0,0,0,0,1,1,http://www.wdaz.com/news/4364972-many-gather-fargo-raise-awareness-missing-mother-five,,,,,
Norwalk,Norwalk Superior Court,CT,US,2017-11-30,more than a dozen,12,,12,,,general protestors,Protesting men accused of killing bears,0,protest,0,0,0,0,1,1,http://connecticut.news12.com/story/36965037/animal-rights-activists-protest-outside-bear-killing-court-appearance-in-norwalk,,,,,
Washington ,Capitol,DC,US,2017-11-30,NA,12,,12,,,Ministers,Protesting GOP tax plan,1,protest,12,0,0,0,1,1,https://twitter.com/taxmarch,http://dailycaller.com/2017/12/01/12-ministers-arrested-while-protesting-gop-tax-plan-in-senate-building/,,,,
New York ,Best Buy on 52E 14th St.,NY ,US,2017-11-13,FB: 11 went,11,,11,,,Samidoun Palestinian Prisoner Solidarity Network ,Protesting in support of Palestinian prisoners ,0,protest ,0,0,0,0,1,1,http://samidoun.net/2017/11/13-november-nyc-protest-to-free-palestinian-hunger-strikers-and-stop-hp/?,https://www.facebook.com/events/139268030130719/,,,,
Albuquerque ,Bataan Park ,NM,US,2017-11-27,roughly 150; FB: 11,11,,150,,,Indivisible 505,Protesting GOP tax plan,1,rally ,0,0,0,0,1,1,https://www.abqjournal.com/1098416/albuquerque-protesters-decry-proposed-tax-overhaul.html,https://www.facebook.com/events/160832497995035/,,,,
Ypsilanti,School Board,MI,US,2017-11-27,NA,11,,1,,,general protestors,Rallying to save school,0,rally,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/11/ypsilanti_wima_update.html,,,,,
Corpus Christi,Shoreline Blvd.,TX,US,2017-11-04,about 10,10,,10,,,general protestors,Protesting violence against trans community,0,protest,0,0,0,0,1,1,http://www.caller.com/story/news/local/2017/11/04/advocates-allies-attend-rally-wake-death-transgender-woman/823043001/,,,,,
Chicago,Trump Tower,IL ,US,2017-11-10,10 (pic),10,,10,,,Indivisble Chicago ,Protesting GOP tax plan,1,protest ,0,0,0,0,1,1,https://www.facebook.com/events/1568364709910382/?active_tab=about,,,,,
Los Angeles,Monroe High School,CA,US,2017-11-16,Photo: at least 10,10,,10,,,general protestors,Rallying for teacher contracts,0,rally,0,0,0,0,1,1,http://www.dailynews.com/2017/11/16/photos-lausd-contract-bargaining-rally-outside-of-monroe-highs-school/,,,,,
Sarasota,Outside County school district HQ,FL,US,2017-11-20,about 10; a small group,10,,10,,,general protestors,Rallying for trans rights,1,rally,0,0,0,0,1,1,http://www.heraldtribune.com/news/20171120/protesters-rally-on-behalf-of-trans-students,,,,,
Atlanta,Peachtree Rd.,GA,US,2017-11-21,FB: 10 went,10,,10,,,Resist Trump Tuesdays Atlanta,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/886395081536416/,,,,,
Janesville,,WI,US,2017-11-22,about 10,10,,10,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.channel3000.com/news/protesters-rally-to-urge-paul-ryan-to-pass-dream-act/660941662,,,,,
Hollywood ,Trump Hollywood ,FL ,US,2017-11-27,FB: 10,10,,10,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7479/signup/?akid=&zip=&source=,https://www.facebook.com/events/1794960557464956/,,,,
Santa Clara ,Levi's stadium ,CA,US,2017-11-26,NA,9,,9,,,Seattle Seahawks players ,National anthem protest; protesting racial inequality,1,protest ,0,0,0,0,1,1,http://www.wmur.com/article/meet-the-88-year-old-woman-who-s-been-selling-christmas-trees-since-the-1960s/13930249,,,,,
Hackensack,,NJ,US,2017-11-04,FB: 8 went,8,,8,,,general protestors,Protesting sanctuary cities,2,protest,0,0,0,0,1,1,https://www.facebook.com/events/127689704547164/,,,,,
Kutztown,Kutztown University,PA,US,2017-11-30,about eight,8,,8,,,Matthew 24 Ministries,"Protesting sins, homophobia, feminism",2,protest,0,0,0,0,1,1,http://www.readingeagle.com/news/article/kutztown-university-students-demonstrators-clash,,,,,
Newark ,University of Delaware ,DE,US,2017-11-15,7,7,,7,,,general protestors,Protesting LGBTQ rights ,0,protest ,0,0,0,0,1,1,http://www.delawareonline.com/story/news/2017/11/15/ud-students-rally-against-anti-gay-protesters/868756001/,,,,,
Tampa,MacDill Park,FL,US,2017-11-21,FB: 7 went,7,,7,,,PDA Hillsboro,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/149954602401072,,,,,
Huntington,,WV,US,2017-11-08,picture,6,,6,,,handmaids,Protest President Trumps one year anniversary since election,1,protest,0,0,0,0,1,1,http://www.herald-dispatch.com/news/handmaids-protest-on-anniversary-of-trump-s-election/article_9f9c00ec-d3e4-5355-83f5-c5ab43660b52.html,,,,,
New York ,Garfield Entrance of Prospect Park ,NY ,US,2017-11-08,FB: 6,6,,6,,,general protestors,Screaming protest ,1,protest ,0,0,0,0,0,1,https://www.facebook.com/events/1558925460836356/?active_tab=about,,,,,
Portland,Outside Bank of America,ME,US,2017-11-09,picture,6,,6,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://mainepublic.org/post/activists-urge-maine-lawmakers-reject-trump-s-tax-plan#stream/0,,,,,
Burlington,University of Vermont,VT,US,2017-11-11,a half dozen,6,,6,,,Saint Michael's College basketball players,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,https://www.sevendaysvt.com/OffMessage/archives/2017/11/08/saint-michaels-basketball-players-take-a-knee-before-uvm-game,,,,,
Vancouver,Bridge over Interstate 5,WA,US,2017-11-13,about 6,6,,6,,,general protestors,Pro-white rally,2,rally,0,0,0,0,1,1,http://www.oregonlive.com/clark-county/index.ssf/2017/11/group_to_hold_its_okay_to_be_w.html,,,,,
Ocean Springs,City Hall,MS,US,2017-11-17,around 6,6,,6,,,general protestors,Rallying support for confederate flag,2,rally,0,0,0,0,1,1,http://www.wlox.com/story/36874061/protesters-gather-outside-os-city-hall-in-support-of-ms-flag,,,,,
Hazelton,Church St.,PA,US,2017-11-21,FB: 6 went,6,,6,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/133806270613466/,,,,,
Ann Arbor,Outside Pioneer High School,MI,US,2017-11-25,a half dozen,6,,6,,,general protestors,Protesting new roadside drug testing police intiative,0,protest,0,0,0,0,1,1,https://www.michigandaily.com/section/news/roadside-drug-testing-protest,,,,,
Pittsboro,East st.,NC,US,2017-11-27,FB: 60,6,,6,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/126635224670762/,,,,,
Winston-Salem ,Office of Senator Richard Burr ,NC,US,2017-11-27,FB: 6,6,,6,,,general protestors,Protesting GOP tax plan,1,protest ,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7399/signup/?akid=&zip=&source=,https://www.facebook.com/events/126635224670762/,,,,
Tucson,,AZ,US,2017-11-06,a handful,5,,5,,,Arizonans United for Healthcare,Protesting attempts to repeal ACA,1,protest,0,0,0,0,1,1,http://www.tucsonnewsnow.com/story/36778804/aca-advocates-rally-as-gop-tax-plan-looks-to-end-mandate,,,,,
New York,Washington Square Park,NY,US,2017-11-08,a handful,5,,5,,,general protestors,Counter-protest; for Trump,2,protest,0,0,0,0,0,1,http://www.foxnews.com/us/2017/11/09/anti-trump-protesters-scream-helplessly-at-sky-to-demonstrate-on-election-anniversary.html,,,,,
Gainesville,Malcom Randall VA Medical Center,FL,US,2017-11-11,,5,,6,,,general protestors,Protesting use of opiods before marjuana alternative,0,protest,0,0,0,0,1,1,http://www.alligator.org/news/article_cebc5130-c80f-11e7-afa4-7b8b74361dc8.html,,,,,
Plattsburgh,Outside Rep. Stafanik's office,NY,US,2017-11-15,NA,5,,5,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.pressrepublican.com/news/demonstrators-protest-republican-tax-reform-plan/article_cdf3c006-ca8c-11e7-b873-8f0018f9cfd9.html,,,,,
Plattsburgh,Outside Rep. Stafanik's office,NY,US,2017-11-16,Photo: 5,5,,5,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.pressrepublican.com/news/demonstrators-protest-republican-tax-reform-plan/article_cdf3c006-ca8c-11e7-b873-8f0018f9cfd9.html,,,,,
Lancaster County,,PA,US,2017-11-18,( estimated numbers are based off arrests),5,,5,,,general protestors,Protesting pipeline construction,1,protest,5,0,0,0,1,1,http://www.ldnews.com/story/news/local/2017/11/19/five-arrested-during-atlantic-sunrise-pipeline-protest-lancaster-county/879039001/,http://www.ldnews.com/story/news/local/2017/11/19/five-arrested-during-atlantic-sunrise-pipeline-protest-lancaster-county/879039001/,,,,
Phoenix,Sen. Flake's office,AZ,US,2017-11-21,FB: 5 went,5,,5,,,Indivisible Phoneix,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1482620265148331/,,,,,
Oshkosh,Washington Ave.,WI,US,2017-11-21,FB: 5 went,5,,5,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1039984559486622/,,,,,
San Antonio,Las Chilades,TX,US,2017-11-21,FB: 5 went,5,,5,,,TX21Indivisble,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/613741422349732,,,,,
San Francisco,McKesson Plaza,CA,US,2017-11-21,FB: 5 went,5,,5,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1369402569855550/,,,,,
West Hartford,Intersection of Farmington Ave. and Main St.,CT,US,2017-11-25,NA,5,,5,,,general protestors,Protesting Trump,1,protest,0,0,0,0,1,1,Observation,,,,,
Manhattan,Senator Moran's Office ,KS,US,2017-11-27,FB: 5,5,,5,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://act.indivisible.org/event/local-actions/7488/signup/?akid=&zip=&source=,https://www.facebook.com/events/131819460924684/,,,,
Eugene ,Federal Courthouse,OR,US,2017-11-21,FB: 4 went,4,,4,,,Indivisible Eugene,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/756816001183686/,,,,,
New York,Macy's Day Parade,NY,US,2017-11-23,NA,4,,4,,,general protestors,Protesting Trump's decision to end DACA; rally for imigrants,1,protest,0,0,0,0,0,1,http://www.nydailynews.com/new-york/anti-trump-policy-protest-briefly-blocks-macy-parade-route-article-1.3653154,http://abcnews.go.com/US/dreamers-stage-protest-macys-thanksgiving-day-parade/story?id=51352646,http://www.app.com/story/news/2017/11/23/macys-thanksgiving-day-parade-daca-protestors-demonstrate/889796001/,,,
West Hartford,Intersection of Farmington Ave. and Main St.,CT,US,2017-11-25,NA,4,,4,,,general protestors,Protesting war; rallying for peace,0,protest,0,0,0,0,0,1,Observation,,,,,
St. Louis,St. Louis Community College,MO,US,2017-11-30,10 (pic); four students,4,,10,,,general protestors,Protesting staff layoffs,0,protest,0,0,0,0,1,1,https://www.usnews.com/news/best-states/missouri/articles/2017-12-01/students-protest-st-louis-community-college-layoffs,http://www.stltoday.com/news/local/education/despite-protests-st-louis-community-college-board-approves-layoffs-voluntary/article_adc41c32-ead3-5eea-8038-b9d5ed18573e.html,https://www.columbiamissourian.com/news/state_news/students-protest-st-louis-community-college-layoffs/article_5c15d8db-3a6a-5ab9-8244-74917ae7f19e.html,http://news.stlpublicradio.org/post/st-louis-community-college-trustees-approve-faculty-cuts-over-protesters-shouts#stream/0,,
Miami,Hard Rock Stadium,FL,US,2017-11-05,NA,3,,3,,,Miami Dolphins players,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,https://lasvegassun.com/news/2017/nov/05/about-18-players-protest-during-national-anthem/?utm_source=mostpopular&utm_medium=banner&utm_campaign=mostRead,,,,,
New York ,Trump Tower ,NY,US,2017-11-05,FB: 3,3,,3,,,Novum ,Silent protest against Trump ,1,protest ,0,0,0,0,1,1,https://www.facebook.com/events/365358367228948,https://www.amny.com/news/politics/trump-protests-planned-in-new-york-city-1.13037005,,,,
Philadelphia,Lincoln Financial Field,PA,US,2017-11-05,NA,3,,3,,,Philadelphia Eagles players,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,https://lasvegassun.com/news/2017/nov/05/about-18-players-protest-during-national-anthem/?utm_source=mostpopular&utm_medium=banner&utm_campaign=mostRead,,,,,
San Francisco,Levi's Stadium,CA,US,2017-11-05,NA,3,,3,,,San Francisco 49er players,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,https://lasvegassun.com/news/2017/nov/05/about-18-players-protest-during-national-anthem/?utm_source=mostpopular&utm_medium=banner&utm_campaign=mostRead,,,,,
Laramie,Carmas High School ,WY ,US ,2017-11-07,3,3,,3,,,general protestors,Protesting the Laramie Project ,0,protest ,0,0,0,0,1,1,http://www.columbian.com/news/2017/nov/07/protesters-target-camas-high-production-of-the-laramie-project/,,,,,
Centreville ,,MD ,US,2017-11-08,3,3,,3,,,Democratic Club of Queen Anne's County ,Screaming protest ,1,protest ,0,0,0,0,1,1,https://www.facebook.com/events/128403841129049/?active_tab=about,,,,,
Colorado Springs,,CO,US,2017-11-09,picture,3,,9,,,general protestors,Protesting Trump's decision to end DACA; rally for imigrants,1,protest,0,0,0,0,1,1,https://www.csindy.com/TheWire/archives/2017/11/09/daca-colorado-springs-dream-team-rallies-congress-to-act,,,,,
San Francisco,Levi's Stadium,CA,US,2017-11-12,NA,3,,3,,,"Eric Reid, Marquise Goodwin, Olivier Vernon",National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,https://www.cbsnews.com/news/nfl-protests-veterans-day-weekend/,,,,,
Charlotte,Bank of America Stadium,NC,US,2017-11-13,NA,3,,3,,,"Michael Thomas, Kenny Stills, Julius Thomas",National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://dailydolphin.blog.palmbeachpost.com/2017/11/13/nfl-national-anthem-protest-dolphins-continue-kneeling-at-carolina/,http://dailydolphin.blog.palmbeachpost.com/2017/11/13/nfl-national-anthem-protest-dolphins-continue-kneeling-at-carolina/,,,,
Eugene ,Federal Courthouse,OR,US,2017-11-14,FB: 3 went,3,,3,,,Indivisble Eugene ,#StillIN Environmental protest ,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/299255463892841/,,,,,
Phoenix,W Coolidge St.,AZ,US,2017-11-14,FB: 3 went,3,,3,,,OFA AZ,#StillIN Environmental protest ,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1504827522944651/,,,,,
Arlington,AT&T Stadium,TX,US,2017-11-19,NA,3,,3,,,Malcolm Jenkins; Chris Long; Rodney McLeod,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.pennlive.com/philadelphiaeagles/index.ssf/2017/11/philadelphia_eagles_continue_n.html,,,,,
Miami,Hard Rock Stadium,FL,US,2017-11-19,NA,3,,3,,,Kenny Stills; Julius Thomas; Michael Thomas,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,0,1,https://www.si.com/nfl/2017/11/19/nfl-national-anthem-protests-week-11-players-teams-list,http://www.caledonianrecord.com/news/world/the-latest-nfl-players-protest-before-early-games/article_577b562e-e77f-5110-8069-d7f76478ab84.html,,,,
Hartford,Hartford Public Library,CT,US,2017-11-20,FB: 3 went,3,,3,,,general protestors,Protesting potential deportation of area woman,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/145179949442009/,http://wtnh.com/2017/11/20/rally-to-be-held-for-stamford-mother-facing-deportation/,,,,
Foxborough,Gillette Stadium ,MA,US,2017-11-26,NA,3,,3,,,Miami Dolphins players ,National anthem protest; protesting racial inequality,1,protest ,0,0,0,0,1,1,http://www.wmur.com/article/meet-the-88-year-old-woman-who-s-been-selling-christmas-trees-since-the-1960s/13930249,,,,,
Philadelphia,Lincoln Financial Field ,PA ,US,2017-11-26,NA,3,,3,,,Philadelphia Eagles Players (Malcolm Jenkins),National anthem protest; protesting racial inequality,1,protest ,0,0,0,0,1,1,http://www.wmur.com/article/meet-the-88-year-old-woman-who-s-been-selling-christmas-trees-since-the-1960s/13930249,http://www.nj.com/eagles/index.ssf/2017/12/eagles_malcolm_jenkins_clarifies_decision_to_end_h.html,,,,
Superior,Enbridge pipeline site,MI,US,2017-11-08,at least two,2,,2,,,general protestors,Protesting pipeline,0,protest,2,0,0,0,1,1,http://www.duluthnewstribune.com/news/superior/4356265-least-two-arrested-pipeline-protest-superior,,,,,
Philadelphia,Attorney General's office,PA,US,2017-11-13,NA,2,,2,,,general protestors,Protesting police shooting of area men,1,protest,1,0,0,0,1,1,https://www.nbcphiladelphia.com/news/local/Black-Lives-Matter-Pennsylvania-Asa-Khalif-Arrest-Philadelphia-Attorney-Generals-Office-Protest-Police-Shooting-457301083.html,http://www.philly.com/philly/news/crime/asa-khalif-black-lives-matter-activist-arrested-protest-20171113.html,,,,
East Rutherford,MetLife Stadium,NJ,US,2017-11-19,NA,2,,2,,,Olivier Vernon; Marcus Peters,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,https://www.si.com/nfl/2017/11/19/nfl-national-anthem-protests-week-11-players-teams-list,,,,,
Honolulu,State Capitol,HI,US,2017-11-03,1 (pic),1,,1,,,general protestors,counter-protest ,2,protest ,0,0,0,0,0,1,http://www.latimes.com/nation/la-na-pol-trump-hawaii-asia-20171103-story.html,,,,,
Danville,,PA,US,2017-11-10,,1,,1,,,general protestors,Protesting appearence by Hillary Clinton,0,demonstration,0,0,0,0,1,1,https://www.newsitem.com/articles/trailer-parked-near-gmc-in-protest/,,,,,
San Rafael,San Rafael Community center ,CA,US,2017-11-12,FB: 1,1,,1,,,OFA Sonoma County ,#StillIN Environmental protest ,1,protest ,0,0,0,0,0,1,https://www.facebook.com/events/1986530521627518/,,,,,
Damariscotta,,ME,US,2017-11-13,NA,1,,1,,,Shari Sage,Protesting Trump by refusing to stand for the pledge of allegiance,1,protest,0,0,0,0,1,1,https://bangordailynews.com/2017/11/17/politics/maine-town-official-refuses-to-stand-for-pledge-as-protest-against-trump/,,,,,
